Turn,TotalAgents,EmpAgents,NonEmpAgents,AvgEmpEnergy,AvgNonEmpEnergy
340,399,191,208,20.98952879581152,17.826923076923077
341,399,191,208,20.98952879581152,17.826923076923077
342,399,191,208,20.98952879581152,17.826923076923077
343,399,191,208,20.98952879581152,17.826923076923077
344,399,191,208,20.98952879581152,17.826923076923077
345,399,191,208,20.98952879581152,17.826923076923077
346,399,191,208,20.98952879581152,17.826923076923077
347,399,191,208,20.98952879581152,17.826923076923077
348,399,191,208,20.98952879581152,17.826923076923077
349,399,191,208,20.98952879581152,17.826923076923077
350,399,191,208,20.98952879581152,17.826923076923077
351,399,191,208,20.98952879581152,17.826923076923077
352,399,191,208,20.98952879581152,17.826923076923077
353,399,191,208,20.98952879581152,17.826923076923077
354,399,191,208,20.98952879581152,17.826923076923077
355,399,191,208,20.98952879581152,17.826923076923077
356,399,191,208,20.98952879581152,17.826923076923077
357,399,191,208,20.98952879581152,17.826923076923077
358,399,191,208,20.98952879581152,17.826923076923077
359,399,191,208,20.98952879581152,17.826923076923077
360,399,191,208,20.98952879581152,17.826923076923077
361,399,191,208,20.98952879581152,17.826923076923077
362,399,191,208,20.98952879581152,17.826923076923077
363,399,191,208,20.98952879581152,17.826923076923077
364,399,191,208,20.98952879581152,17.826923076923077
365,399,191,208,20.98952879581152,17.826923076923077
366,399,191,208,20.98952879581152,17.826923076923077
367,399,191,208,20.98952879581152,17.826923076923077
368,399,191,208,20.98952879581152,17.826923076923077
369,399,191,208,20.98952879581152,17.826923076923077
370,399,191,208,20.98952879581152,17.826923076923077
371,399,191,208,20.98952879581152,17.826923076923077
372,399,191,208,20.98952879581152,17.826923076923077
373,399,191,208,20.98952879581152,17.826923076923077
374,399,191,208,20.98952879581152,17.826923076923077
375,399,191,208,20.98952879581152,17.826923076923077
376,399,191,208,20.98952879581152,17.826923076923077
377,399,191,208,20.98952879581152,17.826923076923077
378,399,191,208,20.98952879581152,17.826923076923077
379,399,191,208,20.98952879581152,17.826923076923077
380,399,191,208,20.98952879581152,17.826923076923077
381,399,191,208,20.98952879581152,17.826923076923077
382,399,191,208,20.98952879581152,17.826923076923077
383,399,191,208,20.98952879581152,17.826923076923077
384,399,191,208,20.98952879581152,17.826923076923077
385,399,191,208,20.98952879581152,17.826923076923077
386,399,191,208,20.98952879581152,17.826923076923077
387,399,191,208,20.98952879581152,17.826923076923077
388,399,191,208,20.98952879581152,17.826923076923077
389,399,191,208,20.98952879581152,17.826923076923077
390,399,191,208,20.98952879581152,17.826923076923077
391,399,191,208,20.98952879581152,17.826923076923077
392,399,191,208,20.98952879581152,17.826923076923077
393,399,191,208,20.98952879581152,17.826923076923077
394,399,191,208,20.98952879581152,17.826923076923077
395,399,191,208,20.98952879581152,17.826923076923077
396,399,191,208,20.98952879581152,17.826923076923077
397,399,191,208,20.98952879581152,17.826923076923077
398,399,191,208,20.98952879581152,17.826923076923077
399,399,191,208,20.98952879581152,17.826923076923077
400,399,191,208,20.98952879581152,17.826923076923077
401,399,191,208,20.98952879581152,17.826923076923077
402,399,191,208,20.98952879581152,17.826923076923077
403,399,191,208,20.98952879581152,17.826923076923077
404,399,191,208,20.98952879581152,17.826923076923077
405,399,191,208,20.98952879581152,17.826923076923077
406,399,191,208,20.98952879581152,17.826923076923077
407,399,191,208,20.98952879581152,17.826923076923077
408,399,191,208,20.98952879581152,17.826923076923077
409,399,191,208,20.98952879581152,17.826923076923077
410,399,191,208,20.98952879581152,17.826923076923077
411,399,191,208,20.98952879581152,17.826923076923077
412,399,191,208,20.98952879581152,17.826923076923077
413,399,191,208,20.98952879581152,17.826923076923077
414,399,191,208,20.98952879581152,17.826923076923077
415,399,191,208,20.98952879581152,17.826923076923077
416,399,191,208,20.98952879581152,17.826923076923077
417,399,191,208,20.98952879581152,17.826923076923077
418,399,191,208,20.98952879581152,17.826923076923077
419,399,191,208,20.98952879581152,17.826923076923077
420,399,191,208,20.98952879581152,17.826923076923077
421,399,191,208,20.98952879581152,17.826923076923077
422,399,191,208,20.98952879581152,17.826923076923077
423,399,191,208,20.98952879581152,17.826923076923077
424,399,191,208,20.98952879581152,17.826923076923077
425,399,191,208,20.98952879581152,17.826923076923077
426,399,191,208,20.98952879581152,17.826923076923077
427,399,191,208,20.98952879581152,17.826923076923077
428,399,191,208,20.98952879581152,17.826923076923077
429,399,191,208,20.98952879581152,17.826923076923077
430,399,191,208,20.98952879581152,17.826923076923077
431,399,191,208,20.98952879581152,17.826923076923077
432,399,191,208,20.98952879581152,17.826923076923077
433,399,191,208,20.98952879581152,17.826923076923077
434,399,191,208,20.98952879581152,17.826923076923077
435,399,191,208,20.98952879581152,17.826923076923077
436,399,191,208,20.98952879581152,17.826923076923077
437,399,191,208,20.98952879581152,17.826923076923077
438,399,191,208,20.98952879581152,17.826923076923077
439,399,191,208,20.98952879581152,17.826923076923077
440,399,191,208,20.98952879581152,17.826923076923077
441,399,191,208,20.98952879581152,17.826923076923077
442,399,191,208,20.98952879581152,17.826923076923077
443,399,191,208,20.98952879581152,17.826923076923077
444,399,191,208,20.98952879581152,17.826923076923077
445,399,191,208,20.98952879581152,17.826923076923077
446,399,191,208,20.98952879581152,17.826923076923077
447,399,191,208,20.98952879581152,17.826923076923077
448,399,191,208,20.98952879581152,17.826923076923077
449,399,191,208,20.98952879581152,17.826923076923077
450,399,191,208,20.98952879581152,17.826923076923077
451,399,191,208,20.98952879581152,17.826923076923077
452,399,191,208,20.98952879581152,17.826923076923077
453,399,191,208,20.98952879581152,17.826923076923077
454,399,191,208,20.98952879581152,17.826923076923077
455,399,191,208,20.98952879581152,17.826923076923077
456,399,191,208,20.98952879581152,17.826923076923077
457,399,191,208,20.98952879581152,17.826923076923077
458,399,191,208,20.98952879581152,17.826923076923077
459,399,191,208,20.98952879581152,17.826923076923077
460,399,191,208,20.98952879581152,17.826923076923077
461,399,191,208,20.98952879581152,17.826923076923077
462,399,191,208,20.98952879581152,17.826923076923077
463,399,191,208,20.98952879581152,17.826923076923077
464,399,191,208,20.98952879581152,17.826923076923077
465,399,191,208,20.98952879581152,17.826923076923077
466,399,191,208,20.98952879581152,17.826923076923077
467,399,191,208,20.98952879581152,17.826923076923077
468,399,191,208,20.98952879581152,17.826923076923077
469,399,191,208,20.98952879581152,17.826923076923077
470,399,191,208,20.98952879581152,17.826923076923077
471,399,191,208,20.98952879581152,17.826923076923077
472,399,191,208,20.98952879581152,17.826923076923077
473,399,191,208,20.98952879581152,17.826923076923077
474,399,191,208,20.98952879581152,17.826923076923077
475,399,191,208,20.98952879581152,17.826923076923077
476,399,191,208,20.98952879581152,17.826923076923077
477,399,191,208,20.98952879581152,17.826923076923077
478,399,191,208,20.98952879581152,17.826923076923077
479,399,191,208,20.98952879581152,17.826923076923077
480,399,191,208,20.98952879581152,17.826923076923077
481,399,191,208,20.98952879581152,17.826923076923077
482,399,191,208,20.98952879581152,17.826923076923077
483,399,191,208,20.98952879581152,17.826923076923077
484,399,191,208,20.98952879581152,17.826923076923077
485,399,191,208,20.98952879581152,17.826923076923077
486,399,191,208,20.98952879581152,17.826923076923077
487,399,191,208,20.98952879581152,17.826923076923077
488,399,191,208,20.98952879581152,17.826923076923077
489,399,191,208,20.98952879581152,17.826923076923077
490,399,191,208,20.98952879581152,17.826923076923077
491,399,191,208,20.98952879581152,17.826923076923077
492,399,191,208,20.98952879581152,17.826923076923077
493,399,191,208,20.98952879581152,17.826923076923077
494,399,191,208,20.98952879581152,17.826923076923077
495,399,191,208,20.98952879581152,17.826923076923077
496,399,191,208,20.98952879581152,17.826923076923077
497,399,191,208,20.98952879581152,17.826923076923077
498,399,191,208,20.98952879581152,17.826923076923077
499,399,191,208,20.98952879581152,17.826923076923077
500,399,191,208,20.98952879581152,17.826923076923077
