Turn,NumAgents,AvgSight
1,40,3.525
2,78,3.4871794871794872
3,149,3.4832214765100673
4,260,3.4923076923076923
5,369,3.5718157181571817
6,396,3.5782828282828283
7,398,3.5829145728643215
8,399,3.5864661654135337
9,399,3.5864661654135337
10,399,3.5864661654135337
11,399,3.5864661654135337
12,399,3.5864661654135337
13,399,3.5864661654135337
14,399,3.5864661654135337
15,399,3.5864661654135337
16,399,3.5864661654135337
17,399,3.5864661654135337
18,399,3.5864661654135337
19,399,3.5864661654135337
20,399,3.5864661654135337
21,399,3.5864661654135337
22,399,3.5864661654135337
23,399,3.5864661654135337
24,399,3.5864661654135337
25,399,3.5864661654135337
26,399,3.5864661654135337
27,399,3.5864661654135337
28,399,3.5864661654135337
29,399,3.5864661654135337
30,399,3.5864661654135337
31,399,3.5864661654135337
32,399,3.5864661654135337
33,399,3.5864661654135337
34,399,3.5864661654135337
35,399,3.5864661654135337
36,399,3.5864661654135337
37,399,3.5864661654135337
38,399,3.5864661654135337
39,399,3.5864661654135337
40,399,3.5864661654135337
41,399,3.5864661654135337
42,399,3.5864661654135337
43,399,3.5864661654135337
44,399,3.5864661654135337
45,399,3.5864661654135337
46,399,3.5864661654135337
47,399,3.5864661654135337
48,399,3.5864661654135337
49,399,3.5864661654135337
50,399,3.5864661654135337
51,399,3.5864661654135337
52,399,3.5864661654135337
53,399,3.5864661654135337
54,399,3.5864661654135337
55,399,3.5864661654135337
56,399,3.5864661654135337
57,399,3.5864661654135337
58,399,3.5864661654135337
59,399,3.5864661654135337
60,399,3.5864661654135337
61,399,3.5864661654135337
62,399,3.5864661654135337
63,399,3.5864661654135337
64,399,3.5864661654135337
65,399,3.5864661654135337
66,399,3.5864661654135337
67,399,3.5864661654135337
68,399,3.5864661654135337
69,399,3.5864661654135337
70,399,3.5864661654135337
71,399,3.5864661654135337
72,399,3.5864661654135337
73,399,3.5864661654135337
74,399,3.5864661654135337
75,399,3.5864661654135337
76,399,3.5864661654135337
77,399,3.5864661654135337
78,399,3.5864661654135337
79,399,3.5864661654135337
80,399,3.5864661654135337
81,399,3.5864661654135337
82,399,3.5864661654135337
83,399,3.5864661654135337
84,399,3.5864661654135337
85,399,3.5864661654135337
86,399,3.5864661654135337
87,399,3.5864661654135337
88,399,3.5864661654135337
89,399,3.5864661654135337
90,399,3.5864661654135337
91,399,3.5864661654135337
92,399,3.5864661654135337
93,399,3.5864661654135337
94,399,3.5864661654135337
95,399,3.5864661654135337
96,399,3.5864661654135337
97,399,3.5864661654135337
98,399,3.5864661654135337
99,399,3.5864661654135337
100,399,3.5864661654135337
101,399,3.5864661654135337
102,399,3.5864661654135337
103,399,3.5864661654135337
104,399,3.5864661654135337
105,399,3.5864661654135337
106,399,3.5864661654135337
107,399,3.5864661654135337
108,399,3.5864661654135337
109,399,3.5864661654135337
110,399,3.5864661654135337
111,399,3.5864661654135337
112,399,3.5864661654135337
113,399,3.5864661654135337
114,399,3.5864661654135337
115,399,3.5864661654135337
116,399,3.5864661654135337
117,399,3.5864661654135337
118,399,3.5864661654135337
119,399,3.5864661654135337
120,399,3.5864661654135337
121,399,3.5864661654135337
122,399,3.5864661654135337
123,399,3.5864661654135337
124,399,3.5864661654135337
125,399,3.5864661654135337
126,399,3.5864661654135337
127,399,3.5864661654135337
128,399,3.5864661654135337
129,399,3.5864661654135337
130,399,3.5864661654135337
131,399,3.5864661654135337
132,399,3.5864661654135337
133,399,3.5864661654135337
134,399,3.5864661654135337
135,399,3.5864661654135337
136,399,3.5864661654135337
137,399,3.5864661654135337
138,399,3.5864661654135337
139,399,3.5864661654135337
140,399,3.5864661654135337
141,399,3.5864661654135337
142,399,3.5864661654135337
143,399,3.5864661654135337
144,399,3.5864661654135337
145,399,3.5864661654135337
146,399,3.5864661654135337
147,399,3.5864661654135337
148,399,3.5864661654135337
149,399,3.5864661654135337
150,399,3.5864661654135337
151,399,3.5864661654135337
152,399,3.5864661654135337
153,399,3.5864661654135337
154,399,3.5864661654135337
155,399,3.5864661654135337
156,399,3.5864661654135337
157,399,3.5864661654135337
158,399,3.5864661654135337
159,399,3.5864661654135337
160,399,3.5864661654135337
161,399,3.5864661654135337
162,399,3.5864661654135337
163,399,3.5864661654135337
164,399,3.5864661654135337
165,399,3.5864661654135337
166,399,3.5864661654135337
167,399,3.5864661654135337
168,399,3.5864661654135337
169,399,3.5864661654135337
170,399,3.5864661654135337
171,399,3.5864661654135337
172,399,3.5864661654135337
173,399,3.5864661654135337
174,399,3.5864661654135337
175,399,3.5864661654135337
176,399,3.5864661654135337
177,399,3.5864661654135337
178,399,3.5864661654135337
179,399,3.5864661654135337
180,399,3.5864661654135337
181,399,3.5864661654135337
182,399,3.5864661654135337
183,399,3.5864661654135337
184,399,3.5864661654135337
185,399,3.5864661654135337
186,399,3.5864661654135337
187,399,3.5864661654135337
188,399,3.5864661654135337
189,399,3.5864661654135337
190,399,3.5864661654135337
191,399,3.5864661654135337
192,399,3.5864661654135337
193,399,3.5864661654135337
194,399,3.5864661654135337
195,399,3.5864661654135337
196,399,3.5864661654135337
197,399,3.5864661654135337
198,399,3.5864661654135337
199,399,3.5864661654135337
200,399,3.5864661654135337
201,399,3.5864661654135337
202,399,3.5864661654135337
203,399,3.5864661654135337
204,399,3.5864661654135337
205,399,3.5864661654135337
206,399,3.5864661654135337
207,399,3.5864661654135337
208,399,3.5864661654135337
209,399,3.5864661654135337
210,399,3.5864661654135337
211,399,3.5864661654135337
212,399,3.5864661654135337
213,399,3.5864661654135337
214,399,3.5864661654135337
215,399,3.5864661654135337
216,399,3.5864661654135337
217,399,3.5864661654135337
218,399,3.5864661654135337
219,399,3.5864661654135337
220,399,3.5864661654135337
221,399,3.5864661654135337
222,399,3.5864661654135337
223,399,3.5864661654135337
224,399,3.5864661654135337
225,399,3.5864661654135337
226,399,3.5864661654135337
227,399,3.5864661654135337
228,399,3.5864661654135337
229,399,3.5864661654135337
230,399,3.5864661654135337
231,399,3.5864661654135337
232,399,3.5864661654135337
233,399,3.5864661654135337
234,399,3.5864661654135337
235,399,3.5864661654135337
236,399,3.5864661654135337
237,399,3.5864661654135337
238,399,3.5864661654135337
239,399,3.5864661654135337
240,399,3.5864661654135337
241,399,3.5864661654135337
242,399,3.5864661654135337
243,399,3.5864661654135337
244,399,3.5864661654135337
245,399,3.5864661654135337
246,399,3.5864661654135337
247,399,3.5864661654135337
248,399,3.5864661654135337
249,399,3.5864661654135337
250,399,3.5864661654135337
251,399,3.5864661654135337
252,399,3.5864661654135337
253,399,3.5864661654135337
254,399,3.5864661654135337
255,399,3.5864661654135337
256,399,3.5864661654135337
257,399,3.5864661654135337
258,399,3.5864661654135337
259,399,3.5864661654135337
260,399,3.5864661654135337
261,399,3.5864661654135337
262,399,3.5864661654135337
263,399,3.5864661654135337
264,399,3.5864661654135337
265,399,3.5864661654135337
266,399,3.5864661654135337
267,399,3.5864661654135337
268,399,3.5864661654135337
269,399,3.5864661654135337
270,399,3.5864661654135337
271,399,3.5864661654135337
272,399,3.5864661654135337
273,399,3.5864661654135337
274,399,3.5864661654135337
275,399,3.5864661654135337
276,399,3.5864661654135337
277,399,3.5864661654135337
278,399,3.5864661654135337
279,399,3.5864661654135337
280,399,3.5864661654135337
281,399,3.5864661654135337
282,399,3.5864661654135337
283,399,3.5864661654135337
