Turn,NumAgents,AvgSight
284,399,3.5864661654135337
285,399,3.5864661654135337
286,399,3.5864661654135337
287,399,3.5864661654135337
288,399,3.5864661654135337
289,399,3.5864661654135337
290,399,3.5864661654135337
291,399,3.5864661654135337
292,399,3.5864661654135337
293,399,3.5864661654135337
294,399,3.5864661654135337
295,399,3.5864661654135337
296,399,3.5864661654135337
297,399,3.5864661654135337
298,399,3.5864661654135337
299,399,3.5864661654135337
300,399,3.5864661654135337
301,399,3.5864661654135337
302,399,3.5864661654135337
303,399,3.5864661654135337
304,399,3.5864661654135337
305,399,3.5864661654135337
306,399,3.5864661654135337
307,399,3.5864661654135337
308,399,3.5864661654135337
309,399,3.5864661654135337
310,399,3.5864661654135337
311,399,3.5864661654135337
312,399,3.5864661654135337
313,399,3.5864661654135337
314,399,3.5864661654135337
315,399,3.5864661654135337
316,399,3.5864661654135337
317,399,3.5864661654135337
318,399,3.5864661654135337
319,399,3.5864661654135337
320,399,3.5864661654135337
321,399,3.5864661654135337
322,399,3.5864661654135337
323,399,3.5864661654135337
324,399,3.5864661654135337
325,399,3.5864661654135337
326,399,3.5864661654135337
327,399,3.5864661654135337
328,399,3.5864661654135337
329,399,3.5864661654135337
330,399,3.5864661654135337
331,399,3.5864661654135337
332,399,3.5864661654135337
333,399,3.5864661654135337
334,399,3.5864661654135337
335,399,3.5864661654135337
336,399,3.5864661654135337
337,399,3.5864661654135337
338,399,3.5864661654135337
339,399,3.5864661654135337
340,399,3.5864661654135337
341,399,3.5864661654135337
342,399,3.5864661654135337
343,399,3.5864661654135337
344,399,3.5864661654135337
345,399,3.5864661654135337
346,399,3.5864661654135337
347,399,3.5864661654135337
348,399,3.5864661654135337
349,399,3.5864661654135337
350,399,3.5864661654135337
351,399,3.5864661654135337
352,399,3.5864661654135337
353,399,3.5864661654135337
354,399,3.5864661654135337
355,399,3.5864661654135337
356,399,3.5864661654135337
357,399,3.5864661654135337
358,399,3.5864661654135337
359,399,3.5864661654135337
360,399,3.5864661654135337
361,399,3.5864661654135337
362,399,3.5864661654135337
363,399,3.5864661654135337
364,399,3.5864661654135337
365,399,3.5864661654135337
366,399,3.5864661654135337
367,399,3.5864661654135337
368,399,3.5864661654135337
369,399,3.5864661654135337
370,399,3.5864661654135337
371,399,3.5864661654135337
372,399,3.5864661654135337
373,399,3.5864661654135337
374,399,3.5864661654135337
375,399,3.5864661654135337
376,399,3.5864661654135337
377,399,3.5864661654135337
378,399,3.5864661654135337
379,399,3.5864661654135337
380,399,3.5864661654135337
381,399,3.5864661654135337
382,399,3.5864661654135337
383,399,3.5864661654135337
384,399,3.5864661654135337
385,399,3.5864661654135337
386,399,3.5864661654135337
387,399,3.5864661654135337
388,399,3.5864661654135337
389,399,3.5864661654135337
390,399,3.5864661654135337
391,399,3.5864661654135337
392,399,3.5864661654135337
393,399,3.5864661654135337
394,399,3.5864661654135337
395,399,3.5864661654135337
396,399,3.5864661654135337
397,399,3.5864661654135337
398,399,3.5864661654135337
399,399,3.5864661654135337
400,399,3.5864661654135337
401,399,3.5864661654135337
402,399,3.5864661654135337
403,399,3.5864661654135337
404,399,3.5864661654135337
405,399,3.5864661654135337
406,399,3.5864661654135337
407,399,3.5864661654135337
408,399,3.5864661654135337
409,399,3.5864661654135337
410,399,3.5864661654135337
411,399,3.5864661654135337
412,399,3.5864661654135337
413,399,3.5864661654135337
414,399,3.5864661654135337
415,399,3.5864661654135337
416,399,3.5864661654135337
417,399,3.5864661654135337
418,399,3.5864661654135337
419,399,3.5864661654135337
420,399,3.5864661654135337
421,399,3.5864661654135337
422,399,3.5864661654135337
423,399,3.5864661654135337
424,399,3.5864661654135337
425,399,3.5864661654135337
426,399,3.5864661654135337
427,399,3.5864661654135337
428,399,3.5864661654135337
429,399,3.5864661654135337
430,399,3.5864661654135337
431,399,3.5864661654135337
432,399,3.5864661654135337
433,399,3.5864661654135337
434,399,3.5864661654135337
435,399,3.5864661654135337
436,399,3.5864661654135337
437,399,3.5864661654135337
438,399,3.5864661654135337
439,399,3.5864661654135337
440,399,3.5864661654135337
441,399,3.5864661654135337
442,399,3.5864661654135337
443,399,3.5864661654135337
444,399,3.5864661654135337
445,399,3.5864661654135337
446,399,3.5864661654135337
447,399,3.5864661654135337
448,399,3.5864661654135337
449,399,3.5864661654135337
450,399,3.5864661654135337
451,399,3.5864661654135337
452,399,3.5864661654135337
453,399,3.5864661654135337
454,399,3.5864661654135337
455,399,3.5864661654135337
456,399,3.5864661654135337
457,399,3.5864661654135337
458,399,3.5864661654135337
459,399,3.5864661654135337
460,399,3.5864661654135337
461,399,3.5864661654135337
462,399,3.5864661654135337
463,399,3.5864661654135337
464,399,3.5864661654135337
465,399,3.5864661654135337
466,399,3.5864661654135337
467,399,3.5864661654135337
468,399,3.5864661654135337
469,399,3.5864661654135337
470,399,3.5864661654135337
471,399,3.5864661654135337
472,399,3.5864661654135337
473,399,3.5864661654135337
474,399,3.5864661654135337
475,399,3.5864661654135337
476,399,3.5864661654135337
477,399,3.5864661654135337
478,399,3.5864661654135337
479,399,3.5864661654135337
480,399,3.5864661654135337
481,399,3.5864661654135337
482,399,3.5864661654135337
483,399,3.5864661654135337
484,399,3.5864661654135337
485,399,3.5864661654135337
486,399,3.5864661654135337
487,399,3.5864661654135337
488,399,3.5864661654135337
489,399,3.5864661654135337
490,399,3.5864661654135337
491,399,3.5864661654135337
492,399,3.5864661654135337
493,399,3.5864661654135337
494,399,3.5864661654135337
495,399,3.5864661654135337
496,399,3.5864661654135337
497,399,3.5864661654135337
498,399,3.5864661654135337
499,399,3.5864661654135337
500,399,3.5864661654135337
